koi_disposition,koi_prad,koi_teq,koi_period
CONFIRMED,1.5,933,12.4128518
CANDIDATE,1.82,1074,3.92453009
CANDIDATE,1.88,584,11.60653061
CONFIRMED,1.48,1252,2.66831274
CONFIRMED,1.34,738,23.477255300000003
CONFIRMED,4.96,757,66.5576728
FALSE POSITIVE,2.15,1430,2.01948607
FALSE POSITIVE,0.86,1244,3.04468229
FALSE POSITIVE,2.46,735,15.05028313
CONFIRMED,10.6,730,2.455240626
CONFIRMED,1.35,734,9.08233411
FALSE POSITIVE,1.24,1502,0.7905399120000001
FALSE POSITIVE,16.99,1790,0.532086296
CANDIDATE,2.89,347,47.7052566
CONFIRMED,2.53,1185,6.238535444
CONFIRMED,3.41,946,9.95667035
CONFIRMED,1.64,870,10.41728722
CONFIRMED,1.6,1681,0.663085361
CONFIRMED,2.33,823,19.1187425
FALSE POSITIVE,4.91,3081,1.08749101
FALSE POSITIVE,0.91,1775,1.183818383
CONFIRMED,1.21,652,3.5439197019999997
CANDIDATE,1.37,956,8.28157072
CANDIDATE,0.96,1629,0.82628442
CANDIDATE,2.15,935,6.37705295
CONFIRMED,1.94,778,8.83929462
FALSE POSITIVE,1.88,2797,0.631795416
CONFIRMED,1.2,891,7.56126152
CONFIRMED,1.14,292,34.9897847
CONFIRMED,1.0,497,7.05429483
CANDIDATE,0.55,903,2.27050106
CONFIRMED,2.32,604,45.126216
CONFIRMED,1.86,625,11.94019101
FALSE POSITIVE,1.1,1434,3.51295674
CONFIRMED,0.73,786,6.73808701
FALSE POSITIVE,2.45,1075,7.57571414
FALSE POSITIVE,2.11,1532,4.76887671
CANDIDATE,23.45,1346,1.347512632
FALSE POSITIVE,1.32,2009,0.512581697
FALSE POSITIVE,1.03,708,12.07760884
CANDIDATE,20.83,1793,18.55581565
CANDIDATE,25.95,815,13.33094869
FALSE POSITIVE,2.35,787,6.38315744
CONFIRMED,2.47,314,27.52194772
CONFIRMED,2.94,715,16.1289679
CONFIRMED,1.83,678,16.2959916
CONFIRMED,0.7,985,4.16056658
FALSE POSITIVE,1.15,1134,2.93101771
CONFIRMED,1.9,458,39.79220077
FALSE POSITIVE,2.11,648,16.227675599999998
FALSE POSITIVE,17.94,1346,1.595630597
CANDIDATE,2.34,625,20.49041
CANDIDATE,1.93,843,11.1296971
CONFIRMED,1.59,1123,3.11604194
CANDIDATE,0.87,697,12.7372371
CANDIDATE,2.01,617,40.030626700000006
CONFIRMED,1.4,1883,0.679336747
FALSE POSITIVE,46.07,291,213.6103207
FALSE POSITIVE,24.4,387,170.86584919999999
FALSE POSITIVE,1.5,780,10.21507506
CONFIRMED,1.85,480,31.0572947
CONFIRMED,3.12,829,15.162228699999998
FALSE POSITIVE,18.13,683,12.2141545
CANDIDATE,0.6,1187,3.03267135
CONFIRMED,0.95,1125,5.34182466
CONFIRMED,1.66,1418,2.131945045
CONFIRMED,1.13,764,12.9462567
CANDIDATE,1.5,598,5.77957133
CANDIDATE,1.33,1083,6.77367892
FALSE POSITIVE,2.57,549,89.465468
CONFIRMED,2.39,768,18.016122699999997
FALSE POSITIVE,29.55,526,40.8777605
CANDIDATE,2.6,895,6.80243431
CONFIRMED,0.72,564,21.30181863
CONFIRMED,1.93,1389,4.14789051
CANDIDATE,28.47,758,19.0054098
FALSE POSITIVE,1.33,1638,1.96433113
CANDIDATE,1.43,1701,2.81043228
CONFIRMED,1.21,1677,0.9685276829999999
CANDIDATE,2.87,348,175.603366
CANDIDATE,12.94,2034,3.849371737
FALSE POSITIVE,51.34,9983,0.366197145
CONFIRMED,2.54,590,4.164384505
CONFIRMED,0.79,662,2.10433534
FALSE POSITIVE,6.51,734,1.378649746
FALSE POSITIVE,0.73,1797,1.112207126
FALSE POSITIVE,1.51,1694,1.303576682
CONFIRMED,1.92,1183,5.19103699
FALSE POSITIVE,0.81,883,4.79176993
FALSE POSITIVE,24.2,2280,0.7597620209999999
CANDIDATE,2.25,717,4.790912471
CONFIRMED,1.75,732,6.49441464
CONFIRMED,1.57,717,2.576571021
CONFIRMED,2.64,489,28.475000599999998
CONFIRMED,0.98,874,14.796630599999999
CONFIRMED,2.42,888,11.25401871
CONFIRMED,1.24,1052,9.18244299
FALSE POSITIVE,30.39,351,119.682075
CONFIRMED,3.32,496,42.9923284
CONFIRMED,2.63,1080,6.88341278
FALSE POSITIVE,44.14,1022,4.593595496
CANDIDATE,9.52,391,197.51114840000002
CONFIRMED,1.5,1019,11.172672300000002
CONFIRMED,1.36,1671,2.53573284
CONFIRMED,1.0,826,11.8376933
CONFIRMED,2.53,612,18.5525162
CANDIDATE,11.97,481,47.365932799999996
CANDIDATE,1.94,881,4.86634094
CANDIDATE,1.25,774,5.60402307
CONFIRMED,2.88,774,13.0313583
CONFIRMED,2.41,627,40.99050020000001
CANDIDATE,1.95,355,57.2932309
CONFIRMED,1.52,1035,8.00504749
CONFIRMED,1.61,901,12.13070414
CANDIDATE,1.35,614,29.2254372
FALSE POSITIVE,1.62,437,40.8792243
CONFIRMED,2.34,591,18.826287699999998
CANDIDATE,1.55,646,13.9034057
CONFIRMED,1.06,892,3.41045981
CONFIRMED,1.19,1046,4.76702759
CONFIRMED,3.28,639,13.62801048
CANDIDATE,3.41,474,53.358044400000004
CONFIRMED,1.86,690,16.83203175
FALSE POSITIVE,2.01,703,13.37499553
FALSE POSITIVE,1.33,1179,4.35370136
CANDIDATE,0.55,1008,1.385787741
CANDIDATE,3.28,776,12.02295362
CONFIRMED,1.53,371,18.59611518
CONFIRMED,0.8,529,5.77440326
CONFIRMED,1.58,796,11.47685263
CANDIDATE,1.77,563,73.711039
CANDIDATE,16.25,558,14.43348326
CANDIDATE,1.59,990,6.35705314
FALSE POSITIVE,1.38,3834,0.759706632
CONFIRMED,1.56,1191,4.37033233
FALSE POSITIVE,1.04,1565,1.08070294
FALSE POSITIVE,1.77,1118,4.74254518
FALSE POSITIVE,24.49,744,18.13559979
CONFIRMED,1.45,1839,3.70429015
CONFIRMED,2.5,657,37.333116499999996
CANDIDATE,1.96,523,17.6997392
CONFIRMED,3.34,1598,6.03355539
FALSE POSITIVE,1.3,1309,0.933746783
FALSE POSITIVE,45.49,1826,6.09740316
CANDIDATE,2.07,2131,0.7544577290000001
CONFIRMED,1.84,2017,2.7612237
FALSE POSITIVE,39.8,916,62.682576899999994
FALSE POSITIVE,2.74,406,50.571580499999996
CANDIDATE,28.42,827,16.2707207
CONFIRMED,1.87,1542,2.032319072
FALSE POSITIVE,82.46,1413,4.100870416
CONFIRMED,1.63,1043,4.35407371
CONFIRMED,2.47,676,13.71218522
CANDIDATE,1.75,1097,12.14684625
CONFIRMED,1.04,1035,7.46718958
CONFIRMED,2.43,542,51.1319346
CONFIRMED,1.57,374,9.549277089
CANDIDATE,2.74,1065,24.1073172
FALSE POSITIVE,1.62,1324,1.228721184
CONFIRMED,1.49,1098,4.69505576
FALSE POSITIVE,1.8,1589,0.569115976
CONFIRMED,5.53,880,7.258450122999999
FALSE POSITIVE,0.99,988,6.095984099999999
CONFIRMED,1.33,684,22.922118100000002
CONFIRMED,1.4,899,7.42697378
FALSE POSITIVE,1.25,1106,5.46091846
CONFIRMED,0.88,830,3.17323012
CONFIRMED,2.21,1140,5.398752862
FALSE POSITIVE,1.07,1155,5.26648126
FALSE POSITIVE,1.57,998,2.67596808
CONFIRMED,3.36,1425,7.41683033
CANDIDATE,0.67,849,0.727331746
CANDIDATE,1.37,1344,1.302017467
CONFIRMED,1.43,739,8.63050092
FALSE POSITIVE,1.36,763,12.49117388
CONFIRMED,1.71,1195,3.27645723
CANDIDATE,2.27,645,16.0573291
FALSE POSITIVE,1.97,934,8.44326557
CANDIDATE,1.32,848,4.60300256
FALSE POSITIVE,2.46,793,16.932928399999998
CANDIDATE,91.91,3766,1.1690105259999999
CONFIRMED,0.89,1246,1.9169408719999999
CANDIDATE,1.15,1049,5.05661302
FALSE POSITIVE,1.08,1496,2.17489806
CONFIRMED,2.38,573,28.625350199999996
FALSE POSITIVE,1.13,1843,1.319677953
CANDIDATE,1.48,946,8.94337724
CANDIDATE,19.1,5171,0.8271512959999999
CONFIRMED,2.83,431,12.28299829
CANDIDATE,2.73,530,6.383159135
CONFIRMED,3.52,401,115.6863392
CONFIRMED,1.37,1029,3.81371423
CANDIDATE,1.58,242,38.0970717
FALSE POSITIVE,9.16,1385,2.637574744
CANDIDATE,1.51,359,38.2292037
CONFIRMED,1.54,557,16.3012727
CONFIRMED,1.32,872,13.32354078
CONFIRMED,2.07,1431,2.6075451590000003
CONFIRMED,1.84,1047,3.24417541
FALSE POSITIVE,1.27,897,6.85567248
FALSE POSITIVE,1.01,942,2.28607282
CANDIDATE,1.53,537,16.4793229
CONFIRMED,1.32,1368,3.65690909
CANDIDATE,2.4,330,88.07127690000002
CONFIRMED,3.24,1285,8.38395796
CONFIRMED,1.27,1790,1.68189051
FALSE POSITIVE,1.82,843,8.59000355
CANDIDATE,1.59,508,44.9977604
CONFIRMED,1.36,1373,7.12815163
CANDIDATE,1.65,1378,2.10081629
FALSE POSITIVE,25.5,3165,0.872952088
CONFIRMED,3.76,1453,7.01074295
CONFIRMED,2.13,809,17.292263100000003
CANDIDATE,2.66,822,14.02634692
CONFIRMED,2.44,487,45.0909201
CONFIRMED,1.44,665,15.0539886
CANDIDATE,0.77,879,7.446463499999999
CANDIDATE,2.73,289,159.38878799999998
CONFIRMED,1.73,648,1.5654126130000001
CONFIRMED,1.72,436,5.14892346
FALSE POSITIVE,1.37,2190,0.730943372
FALSE POSITIVE,13.96,1807,0.515552803
CANDIDATE,25.82,1205,2.522590567
CONFIRMED,1.48,1011,6.73968289
CONFIRMED,2.4,584,41.74598855
FALSE POSITIVE,3.82,455,75.378004
CONFIRMED,2.72,202,213.258526
CONFIRMED,1.56,341,4.8712236639999995
CONFIRMED,0.92,401,2.9841577110000004
CONFIRMED,1.24,557,2.8867624
CANDIDATE,1.19,795,2.252976718
FALSE POSITIVE,1.74,1783,2.75505467
FALSE POSITIVE,77.12,3384,1.572181216
FALSE POSITIVE,1.06,1162,2.72288246
CONFIRMED,0.93,998,1.574090323
FALSE POSITIVE,0.88,1229,0.947738312
CANDIDATE,1.55,894,13.787262699999998
CANDIDATE,1.02,897,5.95958637
CANDIDATE,1.19,835,5.83892993
CONFIRMED,0.87,1123,2.279523364
CONFIRMED,2.21,434,12.285471800000002
CANDIDATE,1.75,1782,3.09756897
CONFIRMED,3.21,486,58.0337426
CONFIRMED,1.68,773,14.425263500000002
CONFIRMED,2.69,630,26.675781800000003
CONFIRMED,1.52,1389,0.8683863540000001
CONFIRMED,1.18,730,11.8288843
FALSE POSITIVE,1.46,1743,1.4803239780000002
CANDIDATE,2.11,200,205.38591200000002
FALSE POSITIVE,1.07,1635,1.11431205
CANDIDATE,2.27,1129,3.42064689
CANDIDATE,1.5,1583,1.23935745
CONFIRMED,1.36,2085,0.6756504040000001
CANDIDATE,1.12,1350,1.4070201180000002
CANDIDATE,2.31,674,24.435995600000002
FALSE POSITIVE,1.49,729,10.06478627
FALSE POSITIVE,0.83,1429,1.12976597
CONFIRMED,3.54,926,16.23191704
FALSE POSITIVE,2.82,618,15.412676600000001
FALSE POSITIVE,1.07,1539,1.110599919
CONFIRMED,1.51,790,21.86965714
CONFIRMED,1.62,939,9.02436414
FALSE POSITIVE,1.57,1864,0.8788557709999999
CANDIDATE,27.21,673,17.57704569
FALSE POSITIVE,1.03,1815,1.00652785
CANDIDATE,1.3,1628,1.4007557430000002
CONFIRMED,2.88,667,25.8730914
CONFIRMED,1.33,1075,7.44136102
CONFIRMED,2.17,300,99.25323359999999
FALSE POSITIVE,2.12,1147,3.84933401
FALSE POSITIVE,22.19,240,119.08330420000001
CANDIDATE,1.54,681,27.8813154
CONFIRMED,1.26,934,6.4802138
FALSE POSITIVE,1.72,483,21.3910125
CONFIRMED,1.84,889,14.3832267
CONFIRMED,2.1,598,47.3186631
CONFIRMED,4.04,408,11.12827427
CONFIRMED,1.7,1283,2.21571296
CANDIDATE,1.88,559,34.4585495
CONFIRMED,1.88,1294,3.35184041
FALSE POSITIVE,1.31,2158,1.615758517
CANDIDATE,3.02,473,110.3783828
CONFIRMED,0.7,1015,3.4462125
CONFIRMED,0.65,1216,2.0054142930000003
CANDIDATE,0.57,944,4.28886792
FALSE POSITIVE,1.4,1565,1.8685640380000001
CANDIDATE,1.64,316,24.575252399999997
CONFIRMED,1.93,714,15.1408916
CANDIDATE,1.02,886,11.39169531
CONFIRMED,0.67,1249,2.44358543
FALSE POSITIVE,1.21,1519,1.7592691000000003
CONFIRMED,2.1,697,2.226496196
CANDIDATE,1.78,509,5.72084599
CONFIRMED,1.52,1666,0.962864171
CONFIRMED,2.76,711,16.23847733
CONFIRMED,2.31,693,44.616751
FALSE POSITIVE,1.84,2551,1.714410345
CONFIRMED,0.98,617,14.00948631
FALSE POSITIVE,0.69,1525,1.7033591719999999
CONFIRMED,1.15,1655,1.3115589090000002
CONFIRMED,0.89,1887,1.291233083
CONFIRMED,2.07,844,10.57375145
CONFIRMED,0.7,1311,3.7847507000000005
CANDIDATE,0.93,1507,2.17291055
CONFIRMED,1.78,786,18.220602399999997
CANDIDATE,1.42,1064,7.35101287
CONFIRMED,1.61,551,47.44971339999999
CONFIRMED,1.48,2291,0.929906166
FALSE POSITIVE,131.4,10634,0.784513087
CANDIDATE,1.26,1211,6.57159435
CONFIRMED,3.52,564,33.878639
CONFIRMED,1.94,636,27.572214399999996
CONFIRMED,0.7,1668,2.12821621
FALSE POSITIVE,2.15,2013,0.7033999120000001
CANDIDATE,1.65,2047,0.868122253
FALSE POSITIVE,0.4,1249,1.332560553
FALSE POSITIVE,0.34,516,18.936061
CONFIRMED,2.2,737,10.65275054
CONFIRMED,1.43,1543,3.30040818
FALSE POSITIVE,2.11,979,5.62950902
CANDIDATE,1.98,699,13.84301228
CONFIRMED,1.56,513,54.409961200000005
FALSE POSITIVE,28.17,863,9.12209336
CONFIRMED,1.45,977,13.84984567
CONFIRMED,1.51,1140,6.12479773
CONFIRMED,1.44,931,11.24284815
CONFIRMED,1.21,1311,4.02877097
CONFIRMED,1.27,1006,8.92114318
CONFIRMED,0.6,1212,0.916142298
FALSE POSITIVE,1.24,2564,0.597933473
FALSE POSITIVE,1.24,1406,2.69636494
CANDIDATE,1.06,1194,6.99205021
CANDIDATE,1.39,807,12.0999065
CANDIDATE,1.15,1059,5.36375016
FALSE POSITIVE,0.91,1077,3.17319407
FALSE POSITIVE,0.91,654,5.24368302
FALSE POSITIVE,1.37,836,5.1952020999999995
CANDIDATE,1.89,634,31.608437100000003
CANDIDATE,2.04,455,16.1558656
FALSE POSITIVE,1.6,2472,1.465943491
CONFIRMED,6.08,769,28.45489091
CANDIDATE,2.58,1403,1.9527111609999999
FALSE POSITIVE,29.28,2947,0.620739667
FALSE POSITIVE,51.02,3434,0.587470828
FALSE POSITIVE,2.29,3156,0.9349247390000001
FALSE POSITIVE,1.75,670,25.7054557
CANDIDATE,0.53,1278,2.37752442
FALSE POSITIVE,1.01,1375,2.62838097
CONFIRMED,0.78,1701,1.877878538
CONFIRMED,1.55,670,35.333193200000004
CONFIRMED,1.42,968,15.0896415
CONFIRMED,1.08,1042,5.30873978
CANDIDATE,1.13,956,3.89524296
FALSE POSITIVE,2.72,281,75.85800350000001
FALSE POSITIVE,1.89,899,7.72768833
CANDIDATE,2.31,493,37.3033197
CONFIRMED,1.96,831,14.887766500000001
CONFIRMED,1.31,1214,4.52158614
FALSE POSITIVE,1.64,1319,2.007750531
CONFIRMED,1.38,1194,7.03146295
CONFIRMED,2.07,604,54.2811949
FALSE POSITIVE,1.92,2967,0.596087893
CONFIRMED,1.53,917,12.58229808
FALSE POSITIVE,1.38,941,7.12684695
FALSE POSITIVE,23.92,2420,0.661749944
CANDIDATE,0.8,1102,1.35477049
FALSE POSITIVE,1.4,1505,0.493393859
CONFIRMED,2.1,525,11.95401876
FALSE POSITIVE,0.64,1230,2.48883033
CONFIRMED,1.24,1564,0.88184263
CONFIRMED,2.17,978,5.448321077999999
CANDIDATE,1.0,1659,1.116127169
FALSE POSITIVE,10.65,467,195.613824
CANDIDATE,9.91,354,237.787237
CONFIRMED,2.25,1012,3.8330876430000003
CANDIDATE,1.45,772,5.62006198
CANDIDATE,3.45,1005,3.8259005
CANDIDATE,1.33,1787,0.558841234
CONFIRMED,2.61,466,76.6139446
CANDIDATE,14.81,5173,0.6984613040000001
CONFIRMED,1.38,1448,1.2895901790000002
CONFIRMED,1.35,1714,0.634003002
CONFIRMED,1.29,843,22.803025199999997
FALSE POSITIVE,25.01,1149,5.24364571
CANDIDATE,29.64,651,110.7556272
FALSE POSITIVE,23.4,624,14.4079035
CONFIRMED,2.07,539,22.2508509
FALSE POSITIVE,1.04,1731,0.690405794
CONFIRMED,1.98,879,10.10773789
FALSE POSITIVE,0.97,1601,1.8448570569999998
FALSE POSITIVE,2.02,695,18.0116764
CONFIRMED,1.86,661,33.67280658
CONFIRMED,1.22,1177,3.00912491
CANDIDATE,3.33,404,79.2450351
CANDIDATE,1.94,1063,4.44589508
FALSE POSITIVE,0.92,1607,2.023126394
FALSE POSITIVE,1.36,728,10.63609504
FALSE POSITIVE,1.77,1433,1.069842837
FALSE POSITIVE,31.06,2339,1.077467951
CANDIDATE,4.49,321,126.44512749999998
FALSE POSITIVE,6.47,2866,2.8736467
FALSE POSITIVE,1.88,528,2.8465176139999997
CANDIDATE,3.43,215,211.032819
CANDIDATE,0.74,1455,1.716828304
FALSE POSITIVE,1.49,2927,0.7551031429999999
FALSE POSITIVE,2.51,818,20.71927223
CONFIRMED,4.85,428,109.64699479999999
CONFIRMED,2.18,710,15.64588656
FALSE POSITIVE,3.18,1594,0.93375241
FALSE POSITIVE,1.67,1484,1.70336496
FALSE POSITIVE,1.18,2241,0.7641743679999999
FALSE POSITIVE,0.23,345,1.85373924
FALSE POSITIVE,23.09,2053,0.584310213
CONFIRMED,2.44,649,25.384175
CONFIRMED,2.4,910,15.79196594
CANDIDATE,2.08,423,46.151253000000004
CONFIRMED,2.26,939,12.81590421
CONFIRMED,5.15,625,5.424749327000001
CANDIDATE,6.98,301,165.3447044
FALSE POSITIVE,45.24,585,69.2002312
CONFIRMED,2.61,793,23.1985852
FALSE POSITIVE,1.1,2627,0.9050372309999999
CONFIRMED,2.92,369,59.49690089999999
CANDIDATE,1.77,987,10.61345333
CONFIRMED,2.48,590,48.6303805
FALSE POSITIVE,1.88,3320,0.571940563
FALSE POSITIVE,0.81,1357,0.633514386
FALSE POSITIVE,1.84,723,17.416614300000003
FALSE POSITIVE,3.33,1024,36.0054414
CANDIDATE,3.05,283,97.44631940000001
CONFIRMED,1.0,755,4.081411554
CONFIRMED,0.99,536,11.41941928
CONFIRMED,1.01,636,6.83440674
CANDIDATE,11.12,481,174.636181
CONFIRMED,2.47,437,24.4004378
FALSE POSITIVE,1.77,1479,4.029810359
FALSE POSITIVE,0.87,1957,1.287622419
CONFIRMED,1.05,2124,0.9351158629999999
CONFIRMED,0.89,1061,3.57551429
CANDIDATE,1.48,2223,1.791877025
CONFIRMED,2.35,248,136.205112
CANDIDATE,1.37,606,6.30922043
CONFIRMED,1.22,988,2.94194296
CANDIDATE,1.8,424,145.881936
FALSE POSITIVE,1.39,1554,1.1469346440000001
FALSE POSITIVE,1.48,1704,1.2453532520000001
CONFIRMED,1.8,608,15.362605199999999
CANDIDATE,1.83,777,6.56606941
CANDIDATE,20.23,1147,2.50343279
CANDIDATE,9.1,727,96.4562198
CANDIDATE,5.8,940,44.5643831
CONFIRMED,0.74,1642,1.34155642
CANDIDATE,0.8,879,8.48299282
CONFIRMED,1.11,2174,0.665025941
CANDIDATE,2.56,267,234.635652
CANDIDATE,19.25,555,253.374581
CONFIRMED,2.88,1299,13.32191461
CONFIRMED,0.92,969,7.69994466
CONFIRMED,0.81,1137,4.77466043
CONFIRMED,2.5,698,29.39337161
CONFIRMED,1.27,783,2.164570593
FALSE POSITIVE,2.75,830,12.4258343
FALSE POSITIVE,1.68,2152,0.873227249
CONFIRMED,0.84,1423,2.88878583
CANDIDATE,0.98,998,5.06092282
FALSE POSITIVE,87.08,1654,7.37453336
CONFIRMED,1.49,1796,0.568874717
CANDIDATE,1.12,1127,0.910020582
FALSE POSITIVE,4.79,639,22.023514000000002
CANDIDATE,1.01,1417,1.07808492
CANDIDATE,2.69,356,56.573231799999995
FALSE POSITIVE,2.23,1337,1.846861455
CONFIRMED,1.36,1407,3.5680996119999997
CONFIRMED,2.51,241,132.9955503
CONFIRMED,2.33,1209,6.002548291
CONFIRMED,2.78,467,60.92818866
CONFIRMED,2.14,839,8.512037736
FALSE POSITIVE,1.84,894,5.93720557
FALSE POSITIVE,1.47,1059,5.93719982
FALSE POSITIVE,14.93,810,14.02245146
FALSE POSITIVE,38.29,1587,2.442945167
CANDIDATE,1.47,782,11.191619900000001
CONFIRMED,1.12,1616,2.99792926
FALSE POSITIVE,1.66,1521,2.11547854
CANDIDATE,3.0,287,174.731515
FALSE POSITIVE,0.68,882,5.54867998
FALSE POSITIVE,0.46,1461,1.22174063
FALSE POSITIVE,85.64,1996,2.1635697019999998
CANDIDATE,1.16,1132,3.48412874
CONFIRMED,3.63,975,13.74883059
CANDIDATE,0.88,1671,0.858546796
CANDIDATE,0.46,969,5.5181949999999995
CONFIRMED,1.51,810,4.6035752930000005
CONFIRMED,2.14,532,24.30784323
CONFIRMED,1.78,711,19.67409703
CONFIRMED,5.64,1445,3.487688776
CANDIDATE,23.23,777,75.1122132
CANDIDATE,4.52,570,31.57865122
FALSE POSITIVE,18.6,761,110.3216727
CONFIRMED,1.59,1253,5.88527364
FALSE POSITIVE,1.69,2539,1.086486129
CANDIDATE,19.39,1084,3.76562031
CONFIRMED,0.9,1397,3.61460332
CONFIRMED,1.02,982,8.45744892
CANDIDATE,0.67,1391,2.46288834
CANDIDATE,1.62,769,17.067644
CONFIRMED,1.74,629,29.6099055
CANDIDATE,3.72,646,35.5969684
FALSE POSITIVE,0.53,1083,1.633107509
CONFIRMED,2.06,951,11.57890926
CONFIRMED,1.59,1046,10.10463142
CONFIRMED,3.61,709,42.88247951
CONFIRMED,2.17,873,22.95062278
FALSE POSITIVE,17.14,339,498.39128200000005
CONFIRMED,10.02,388,125.6291479
FALSE POSITIVE,2.78,517,45.1178526
CANDIDATE,1.9,1107,10.919265300000001
FALSE POSITIVE,0.78,2129,0.803835923
CANDIDATE,1.25,1231,2.76263737
CONFIRMED,0.87,851,11.9216035
CONFIRMED,0.72,945,8.70312154
FALSE POSITIVE,19.88,1703,1.332557603
CONFIRMED,2.31,781,26.723169
CONFIRMED,1.94,847,16.39926461
CONFIRMED,2.1,568,18.73577127
CONFIRMED,1.5,742,8.43639829
CONFIRMED,1.42,402,13.78109471
CONFIRMED,1.24,338,23.08902241
CONFIRMED,1.18,1204,6.02977241
CANDIDATE,2.32,345,135.1879934
FALSE POSITIVE,121.48,624,44.14599042
FALSE POSITIVE,2.99,1966,1.411627439
CONFIRMED,7.74,661,19.27082584
CANDIDATE,1.21,1007,5.05368985
CONFIRMED,1.84,661,13.182932899999999
CONFIRMED,1.35,1033,3.51575492
FALSE POSITIVE,1.45,480,14.0498182
CONFIRMED,1.73,797,14.2563272
CANDIDATE,1.04,887,4.21223579
CANDIDATE,2.03,408,35.58349688
CONFIRMED,2.62,752,15.77111067
CONFIRMED,2.63,350,157.0659976
CANDIDATE,2.11,972,7.305706326
CANDIDATE,10.35,2005,1.9510822190000001
FALSE POSITIVE,32.92,1419,4.94402197
CANDIDATE,1.83,837,23.1375919
CANDIDATE,1.36,789,6.07032548
FALSE POSITIVE,1.06,1461,1.33256952
CANDIDATE,2.24,638,18.976328600000002
CANDIDATE,1.35,919,6.34724702
FALSE POSITIVE,1.67,1037,7.19552624
CANDIDATE,1.86,901,7.36272124
CONFIRMED,1.79,1049,10.676159199999999
CONFIRMED,1.23,1199,4.48494315
CONFIRMED,3.02,803,22.20809549
CONFIRMED,8.56,761,38.5833679
CANDIDATE,10.02,703,46.15119482
CANDIDATE,0.7,782,5.32737192
FALSE POSITIVE,26.26,1249,4.79179893
CANDIDATE,7.14,1441,4.780327581
FALSE POSITIVE,1.55,951,3.741231778
FALSE POSITIVE,1.43,1577,1.168310132
FALSE POSITIVE,74.69,865,25.9525478
CONFIRMED,2.98,689,33.416055300000004
CONFIRMED,1.33,953,12.6119685
CONFIRMED,1.31,1846,0.636424848
FALSE POSITIVE,1.21,921,8.55935323
CANDIDATE,1.66,291,31.0209175
CANDIDATE,1.41,1230,2.118893997
CONFIRMED,1.03,969,2.46050095
CANDIDATE,1.01,1291,7.49133777
CONFIRMED,1.45,1064,5.8660127
CONFIRMED,1.91,709,23.9107056
CONFIRMED,0.77,1050,4.62334491
CONFIRMED,1.92,884,5.83599485
FALSE POSITIVE,1.96,2359,1.089077863
FALSE POSITIVE,7.84,1195,7.86335883
FALSE POSITIVE,4.83,1203,8.0970583
FALSE POSITIVE,9.57,1351,6.3376143570000005
FALSE POSITIVE,23.78,1253,3.900140077
CONFIRMED,2.13,718,16.09196369
FALSE POSITIVE,3.48,294,161.239891
CANDIDATE,1.23,927,5.465417400000001
CONFIRMED,1.44,1870,1.4951513
CONFIRMED,1.01,695,20.3504704
CANDIDATE,0.87,915,6.06664931
CANDIDATE,0.94,529,2.184437698
FALSE POSITIVE,68.86,518,33.69320154
CONFIRMED,1.43,1226,4.13592927
CONFIRMED,1.28,1320,8.05337912
CANDIDATE,1.94,800,15.2311195
FALSE POSITIVE,3.84,1358,23.6272223
CANDIDATE,36.0,2262,8.97349999
CANDIDATE,29.67,985,108.54694599999999
CONFIRMED,1.38,1301,3.2542777419999998
CONFIRMED,1.57,428,91.3514816
CONFIRMED,3.56,639,31.158824900000003
FALSE POSITIVE,83.25,5187,0.43628259399999997
CONFIRMED,3.08,473,76.7324556
CONFIRMED,2.46,521,13.89963233
CANDIDATE,3.26,1287,6.14955931
CANDIDATE,1.15,1183,5.08288076
CANDIDATE,1.91,595,31.0259489
CANDIDATE,1.07,1361,3.08942807
CANDIDATE,2.56,536,44.8702042
CONFIRMED,0.9,1331,4.45342418
FALSE POSITIVE,0.84,1418,2.21396685
CANDIDATE,2.62,1048,21.236002399999997
CONFIRMED,2.74,886,8.31377304
FALSE POSITIVE,20.8,882,8.58969597
CONFIRMED,1.85,974,7.97420583
CONFIRMED,0.83,1574,1.88899036
CONFIRMED,2.09,748,21.41624083
FALSE POSITIVE,74.76,1342,12.28351275
CONFIRMED,1.56,1028,4.72674037
CANDIDATE,36.85,879,14.59150445
FALSE POSITIVE,14.41,618,27.677680100000003
FALSE POSITIVE,1.14,1728,0.605223042
CANDIDATE,0.97,957,4.73292061
CONFIRMED,1.21,419,22.4765952
CANDIDATE,1.02,1487,1.242639742
FALSE POSITIVE,1.61,586,25.503628
CANDIDATE,2.9,620,14.863849599999998
CONFIRMED,1.21,770,10.9294815
FALSE POSITIVE,1.35,3195,0.5366503189999999
CONFIRMED,1.91,1099,5.45849914
FALSE POSITIVE,5.25,708,46.56675437
CANDIDATE,1.08,1328,4.82051088
CANDIDATE,1.26,1259,6.09595681
CANDIDATE,1.45,802,11.682369
CANDIDATE,0.78,736,10.12956201
CONFIRMED,2.45,510,42.5217006
CONFIRMED,1.24,806,6.69958851
FALSE POSITIVE,20.88,1288,14.17097278
FALSE POSITIVE,24.29,1532,1.332562831
CANDIDATE,0.93,1031,2.39161966
CANDIDATE,0.99,645,5.68879083
CONFIRMED,1.24,1490,2.31941571
CONFIRMED,2.1,708,19.7830259
CONFIRMED,1.5,738,7.0106324
CONFIRMED,0.73,968,3.10762684
CONFIRMED,2.1,1662,1.980356674
FALSE POSITIVE,27.03,327,175.329014
